total_precipitation
0.250007956
0.029268156
0.019397153
0.03072639
0.115806103
0.011270191
0.04532204
-0.015162572
-0.012224394
-0.070017956
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.06892744
-0.068567671
-0.068441662
-0.06869724
-0.068567671
-0.068567671
-0.067796279
-0.06869724
-0.07006856
-0.07006856
-0.07006856
-0.070017956
-0.069762377
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.067629545
-0.066813243
-0.066813243
-0.067629545
-0.067629545
-0.067373966
-0.009200623
0.154320159
0.037372505
0.009569189
0.00183831
-0.0034367
0.023882052
-0.009199038
-0.07006856
0.002403154
0.001492418
-0.016073309
-0.016073309
-0.00667364
-0.016073309
-0.01313513
-0.070125422
-0.067794229
0.001469146
-0.013861478
-2.11E-05
-0.013861478
-0.004461809
-0.007549185
-0.0109233
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.068881689
-0.067538651
-0.067794229
-0.067794229
-0.067794229
-0.067794229
-0.067794229
-0.068184034
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070217848
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070182103
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
-0.070274529
